# 20240725_151406
alpha,field0Re,field0Im
0,0.0808258,0
0.00157237,0.0808292,0
0.00314474,0.080833,0
0.00471711,0.0808377,0
0.00628947,0.0808429,0
0.00786184,0.0808487,0
0.00943421,0.0808549,0
0.0110066,0.0808616,0
0.0125789,0.0808688,0
0.0141513,0.0808765,0
0.0157237,0.0808848,0
0.0172961,0.0808936,0
0.0188684,0.0809029,0
0.0204408,0.0809128,0
0.0220132,0.0809235,0
0.0235855,0.0809348,0
0.0251579,0.0809468,0
0.0267303,0.0809595,0
0.0283026,0.0809729,0
0.029875,0.0809869,0
0.0314474,0.0810016,0
0.0330197,0.0810169,0
0.0345921,0.0810329,0
0.0361645,0.0810495,0
0.0377368,0.0810667,0
0.0393092,0.0810845,0
0.0408816,0.0811028,0
0.042454,0.0811218,0
0.0440263,0.0811413,0
0.0455987,0.0811614,0
0.0471711,0.081182,0
0.0487434,0.0812031,0
0.0503158,0.0812248,0
0.0518882,0.0812469,0
0.0534605,0.0812696,0
0.0550329,0.0812928,0
0.0566053,0.0813164,0
0.0581776,0.0813405,0
0.05975,0.0813651,0
0.0613224,0.0813901,0
0.0628947,0.0814155,0
0.0644671,0.0814414,0
0.0660395,0.0814676,0
0.0676119,0.0814943,0
0.0691842,0.0815214,0
0.0707566,0.0815488,0
0.072329,0.0815766,0
0.0739013,0.0816048,0
0.0754737,0.0816333,0
0.0770461,0.0816622,0
0.0786184,0.0816914,0
0.0801908,0.0817209,0
0.0817632,0.0817507,0
0.0833355,0.0817807,0
0.0849079,0.0818111,0
0.0864803,0.0818418,0
0.0880526,0.0818732,0
0.089625,0.0819055,0
0.0911974,0.0819387,0
0.0927698,0.0819728,0
0.0943421,0.0820079,0
0.0959145,0.0820439,0
0.0974869,0.0820807,0
0.0990592,0.0821185,0
0.100632,0.0821571,0
0.102204,0.0821966,0
0.103776,0.0822369,0
0.105349,0.0822781,0
0.106921,0.0823202,0
0.108493,0.0823631,0
0.110066,0.0824068,0
0.111638,0.0824514,0
0.113211,0.0824967,0
0.114783,0.0825429,0
0.116355,0.0825899,0
0.117928,0.0826377,0
0.1195,0.0826862,0
0.121072,0.0827356,0
0.122645,0.0827857,0
0.124217,0.0828366,0
0.125789,0.0828882,0
0.127362,0.0829406,0
0.128934,0.0829937,0
0.130507,0.0830476,0
0.132079,0.0831021,0
0.133651,0.0831574,0
0.135224,0.0832134,0
0.136796,0.0832702,0
0.138368,0.0833276,0
0.139941,0.0833857,0
0.141513,0.0834445,0
0.143086,0.0835039,0
0.144658,0.083564,0
0.14623,0.0836248,0
0.147803,0.0836862,0
0.149375,0.0837483,0
0.150947,0.083811,0
0.15252,0.0838743,0
0.154092,0.0839382,0
0.155665,0.0840028,0
0.157237,0.084068,0
0.158809,0.0841337,0
0.160382,0.0842001,0
0.161954,0.084267,0
0.163526,0.0843345,0
0.165099,0.0844026,0
0.166671,0.0844712,0
0.168243,0.0845404,0
0.169816,0.0846101,0
0.171388,0.0846803,0
0.172961,0.0847511,0
0.174533,0.0848224,0
0.176105,0.0848942,0
0.177678,0.0849666,0
0.17925,0.0850394,0
0.180822,0.0851127,0
0.182395,0.0851865,0
0.183967,0.0852607,0
0.18554,0.0853354,0
0.187112,0.0854106,0
0.188684,0.0854863,0
0.190257,0.0855624,0
0.191829,0.0856389,0
0.193401,0.0857158,0
0.194974,0.0857932,0
0.196546,0.085871,0
0.198118,0.0859492,0
0.199691,0.0860278,0
0.201263,0.0861067,0
0.202836,0.0861861,0
0.204408,0.0862658,0
0.20598,0.0863459,0
0.207553,0.0864264,0
0.209125,0.0865072,0
0.210697,0.0865884,0
0.21227,0.0866699,0
0.213842,0.0867517,0
0.215415,0.0868338,0
0.216987,0.0869163,0
0.218559,0.0869991,0
0.220132,0.0870821,0
0.221704,0.0871655,0
0.223276,0.0872491,0
0.224849,0.0873331,0
0.226421,0.0874172,0
0.227993,0.0875017,0
0.229566,0.0875864,0
0.231138,0.0876714,0
0.232711,0.0877565,0
0.234283,0.087842,0
0.235855,0.0879276,0
0.237428,0.0880134,0
0.239,0.0880995,0
0.240572,0.0881858,0
0.242145,0.0882722,0
0.243717,0.0883593,0
0.24529,0.0884481,0
0.246862,0.0885385,0
0.248434,0.0886305,0
0.250007,0.0887242,0
0.251579,0.0888195,0
0.253151,0.0889163,0
0.254724,0.0890146,0
0.256296,0.0891145,0
0.257868,0.0892158,0
0.259441,0.0893185,0
0.261013,0.0894227,0
0.262586,0.0895282,0
0.264158,0.0896351,0
0.26573,0.0897433,0
0.267303,0.0898528,0
0.268875,0.0899636,0
0.270447,0.0900756,0
0.27202,0.0901888,0
0.273592,0.0903032,0
0.275165,0.0904187,0
0.276737,0.0905354,0
0.278309,0.0906531,0
0.279882,0.0907719,0
0.281454,0.0908917,0
0.283026,0.0910125,0
0.284599,0.0911343,0
0.286171,0.0912571,0
0.287743,0.0913807,0
0.289316,0.0915052,0
0.290888,0.0916306,0
0.292461,0.0917568,0
0.294033,0.0918839,0
0.295605,0.0920116,0
0.297178,0.0921401,0
0.29875,0.0922694,0
0.300322,0.0923993,0
0.301895,0.0925298,0
0.303467,0.092661,0
