# 20240725_152007
alpha,field0Re,field0Im
0,0,0
0.00157237,4.32992e-06,0
0.00314474,9.27485e-06,0
0.00471711,1.53263e-05,0
0.00628947,2.21656e-05,0
0.00786184,2.96805e-05,0
0.00943421,3.78534e-05,0
0.0110066,4.66669e-05,0
0.0125789,5.61039e-05,0
0.0141513,6.6146e-05,0
0.0157237,7.67763e-05,0
0.0172961,8.79772e-05,0
0.0188684,9.9732e-05,0
0.0204408,0.000112102,0
0.0220132,0.000125422,0
0.0235855,0.000139701,0
0.0251579,0.000154906,0
0.0267303,0.000171002,0
0.0283026,0.000187957,0
0.029875,0.000205737,0
0.0314474,0.000224309,0
0.0330197,0.000243639,0
0.0345921,0.000263691,0
0.0361645,0.000284435,0
0.0377368,0.000305837,0
0.0393092,0.000327861,0
0.0408816,0.000350476,0
0.042454,0.000373646,0
0.0440263,0.000397341,0
0.0455987,0.000421525,0
0.0471711,0.000446163,0
0.0487434,0.000471226,0
0.0503158,0.000496677,0
0.0518882,0.000522754,0
0.0534605,0.000549841,0
0.0550329,0.000577914,0
0.0566053,0.00060696,0
0.0581776,0.000636964,0
0.05975,0.000667901,0
0.0613224,0.000699757,0
0.0628947,0.000732513,0
0.0644671,0.00076615,0
0.0660395,0.000800652,0
0.0676119,0.000835998,0
0.0691842,0.000872175,0
0.0707566,0.000909158,0
0.072329,0.000946933,0
0.0739013,0.000985484,0
0.0754737,0.00102479,0
0.0770461,0.00106483,0
0.0786184,0.00110559,0
0.0801908,0.00114705,0
0.0817632,0.00118919,0
0.0833355,0.001232,0
0.0849079,0.00127545,0
0.0864803,0.00131954,0
0.0880526,0.00136423,0
0.089625,0.00140951,0
0.0911974,0.00145537,0
0.0927698,0.00150179,0
0.0943421,0.00154894,0
0.0959145,0.00159703,0
0.0974869,0.00164607,0
0.0990592,0.00169604,0
0.100632,0.00174694,0
0.102204,0.00179877,0
0.103776,0.00185152,0
0.105349,0.00190515,0
0.106921,0.00195972,0
0.108493,0.00201519,0
0.110066,0.0020715,0
0.111638,0.00212874,0
0.113211,0.00218681,0
0.114783,0.0022458,0
0.116355,0.00230564,0
0.117928,0.00236631,0
0.1195,0.00242786,0
0.121072,0.00249026,0
0.122645,0.00255345,0
0.124217,0.00261752,0
0.125789,0.00268241,0
0.127362,0.00274807,0
0.128934,0.00281459,0
0.130507,0.00288187,0
0.132079,0.00295,0
0.133651,0.0030189,0
0.135224,0.00308857,0
0.136796,0.00315904,0
0.138368,0.00323029,0
0.139941,0.00330226,0
0.141513,0.00337503,0
0.143086,0.00344851,0
0.144658,0.00352278,0
0.14623,0.00359779,0
0.147803,0.00367348,0
0.149375,0.00374995,0
0.150947,0.00382714,0
0.15252,0.00390499,0
0.154092,0.0039836,0
0.155665,0.00406285,0
0.157237,0.00414285,0
0.158809,0.00422354,0
0.160382,0.00430485,0
0.161954,0.00438689,0
0.163526,0.0044696,0
